"","Community","DayVaccinated","indivs","StartPd","Pd_1","Pd_2","Pd_3","Pd_4","Pd_5","Pd_6","Pd_7","Pd_8","Pd_9","Pd_10","Pd_11"
"1",72,84,46,2,0,0,0,0,0,0,0,0,0,0,0
"2",56,84,46,2,0,0,0,0,0,0,0,0,0,0,0
"3",93,84,45,2,0,0,0,0,0,0,0,0,0,0,0
"4",95,84,41,2,0,0,1,0,0,0,0,0,0,0,0
"5",91,112,53,3,0,0,0,0,0,0,0,0,0,0,1
"6",4,112,58,3,0,0,0,0,0,0,0,0,0,0,0
"7",98,112,44,3,0,0,0,0,0,0,0,0,0,0,0
"8",74,112,56,3,0,2,3,3,0,0,0,0,0,0,0
"9",8,140,50,4,0,0,0,0,2,1,0,1,1,0,0
"10",76,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"11",70,140,41,4,0,0,0,0,0,0,0,0,0,0,0
"12",64,140,58,4,0,0,0,0,0,0,0,0,0,0,0
"13",96,168,47,5,0,0,0,0,0,0,0,0,0,0,0
"14",87,168,46,5,0,0,0,0,0,0,0,0,0,0,0
"15",53,168,47,5,0,0,0,0,0,0,0,0,0,0,0
"16",43,168,44,5,0,0,0,0,0,0,0,0,0,0,0
"17",73,196,50,6,0,0,0,0,0,0,2,1,0,0,0
"18",78,196,52,6,0,0,0,0,0,0,0,0,0,0,0
"19",26,196,60,6,0,0,0,0,0,0,0,0,0,0,0
"20",7,196,48,6,0,0,0,0,0,0,0,0,0,0,0
"21",80,224,48,7,0,0,0,0,0,0,0,0,0,0,0
"22",94,224,54,7,0,0,0,5,41,4,0,0,0,0,0
"23",33,224,43,7,0,0,0,3,4,15,9,0,0,0,0
"24",15,224,52,7,0,0,0,0,0,0,0,0,0,0,0
"25",66,252,44,8,0,0,0,0,0,0,0,0,0,0,0
"26",90,252,58,8,0,0,0,0,0,0,0,0,0,0,0
"27",84,252,46,8,0,0,0,0,0,0,0,0,0,0,0
"28",50,252,44,8,0,0,0,0,0,0,0,0,0,0,0
"29",21,280,48,9,0,0,0,0,0,0,0,0,0,0,0
"30",81,280,58,9,0,0,0,0,0,0,0,0,0,0,0
"31",49,280,58,9,0,0,0,0,0,0,0,0,1,0,1
"32",24,280,48,9,0,0,0,0,0,0,0,0,0,0,0
"33",59,308,59,10,0,0,3,36,20,0,0,0,0,0,0
"34",48,308,51,10,0,0,0,0,0,0,2,36,12,0,0
"35",22,308,55,10,0,7,42,4,1,0,0,0,0,0,0
"36",86,308,43,10,0,0,0,0,0,0,0,0,0,0,0
"37",39,336,59,11,0,0,0,0,0,0,0,0,0,0,0
"38",31,336,44,11,0,0,0,0,0,0,0,0,0,0,0
"39",83,336,53,11,0,0,0,0,0,0,0,4,32,15,0
"40",29,336,42,11,0,0,0,0,0,23,12,0,0,0,0
"41",38,364,42,12,0,0,0,0,0,0,0,0,0,0,0
"42",51,364,42,12,0,0,0,0,0,0,0,0,0,0,0
"43",25,364,52,12,0,0,0,0,0,0,0,0,0,0,0
"44",30,364,58,12,0,0,0,0,0,0,0,0,0,0,0
